url_path,views_total,views_unique
/cubicleguy/xv7021_arduino_spi,8,5
/cubicleguy/xv7021_arduino_spi/blob/main/README.md,3,3
/cubicleguy/xv7021_arduino_spi/tree/main/examples,1,1
